GISJOIN,YEAR,NATION,NATIONA,AREANAME,AAA001,AAK001,AAN001,AAO001,AAO002,AAO003,AAO004,AAP001,AAP002,AAQ001,AAQ002,AAQ003,AAR001,AAB001,AAB002,AAB003,AAB004,AAB005,AAB006,AAB007,AAB008,AAB009,AAB010,AAB011,AAC001,AAC002,AAC003,AAC004,AAC005,AAC006,AAC007,AAC008,AAD001,AAD002,AAE001,AAE002,AAE003,AAE004,AAF001,AAF002,AAG001,AAG002,AAH001,AAH002,AAH003,AAH004,AAI001,AAJ001,AAL001,AAL002,AAL003,AAL004,AAL005,AAL006,AAL007,AAL008,AAL009,AAL010,AAM001,AAM002
"G1","1790","United States","1","United States",3929625,201655,61653,800663,815098,752597,804086,1615761,1556683,59557,697624,3172444,410636,15353,31979,48116,56615,57171,54052,46172,36932,26687,17356,20203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172444,757181
